x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002196	0.250179	[]
4	4	0x60243330	12	0.000962	0.095148	[]
4	4	0x6024333c	52	0.000935	0.424205	[]
4	4	0x60243370	16	0.000954	0.127951	[]
4	4	0x6065642c	72	0.001051	0.522813	[]
4	4	0x60656474	12	0.000946	0.096811	[]
4	4	0x60656480	6836	0.004560	11.438616	[]
4	4	0x60657f34	12	0.000920	0.099470	[]
4	4	0x60657f40	44	0.000846	0.396607	[]
4	4	0x60657f6c	4800	0.003301	11.095140	[]
4	4	0x6065987c	516	0.001018	3.868075	[]
4	4	0x60659ad8	4	0.000872	0.034996	[]
4	4	0x60659adc	404	0.000943	3.268134	[]
4	4	0x60659c70	4	0.000817	0.037361	[]
4	4	0x60659cb0	24	0.000764	0.239656	[]
4	4	0x60659cc8	20	0.000757	0.201675	[]
