x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002478	0.221711	[]
4	4	0x60243330	12	0.000973	0.094079	[]
4	4	0x6024333c	17444	0.010343	12.867623	[]
4	4	0x60247760	12	0.000867	0.105544	[]
4	4	0x6024776c	64	0.000837	0.583600	[]
4	4	0x602785ac	1140	0.001434	6.064879	[]
4	4	0x60278a78	4	0.000880	0.034666	[]
4	4	0x60278a7c	936	0.001534	4.655658	[]
4	4	0x60278e44	4	0.000872	0.034982	[]
4	4	0x60278e48	4	0.001465	0.020836	[]
4	4	0x60278f74	24	0.001805	0.101439	[]
4	4	0x60278f8c	68	0.000858	0.604642	[]
5	4	0x602432e8	72	0.000806	0.681515	[]
5	4	0x60243330	12	0.000857	0.106885	[]
5	4	0x6024333c	17444	0.008223	16.185139	[]
5	4	0x60247760	12	0.000753	0.121533	[]
5	4	0x6024776c	64	0.000997	0.489682	[]
5	4	0x602785ac	1140	0.001330	6.537761	[]
5	4	0x60278a78	4	0.000851	0.035879	[]
5	4	0x60278a7c	936	0.001311	5.446542	[]
5	4	0x60278e44	4	0.000769	0.039662	[]
5	4	0x60278e48	4	0.000745	0.040952	[]
5	4	0x60278f74	24	0.000782	0.234198	[]
5	4	0x60278f8c	68	0.000856	0.605807	[]
5	5	0x602432e8	72	0.000819	0.670632	[]
5	5	0x60243330	12	0.001149	0.079662	[]
5	5	0x6024333c	17444	0.007208	18.463308	[]
5	5	0x60247760	12	0.000623	0.147018	[]
5	5	0x6024776c	64	0.000602	0.811319	[]
5	5	0x602785ac	1140	0.001016	8.562909	[]
5	5	0x60278a78	4	0.000663	0.046011	[]
5	5	0x60278a7c	936	0.000846	8.437034	[]
5	5	0x60278e44	4	0.000609	0.050081	[]
5	5	0x60278e48	4	0.000656	0.046517	[]
5	5	0x60278f74	24	0.000674	0.271744	[]
5	5	0x60278f8c	68	0.000656	0.790263	[]
4	5	0x602432e8	72	0.000688	0.798011	[]
4	5	0x60243330	12	0.000707	0.129407	[]
4	5	0x6024333c	17444	0.004979	26.729448	[]
4	5	0x60247760	12	0.000642	0.142636	[]
4	5	0x6024776c	64	0.000614	0.795391	[]
4	5	0x602785ac	1140	0.000863	10.078098	[]
4	5	0x60278a78	4	0.000596	0.051183	[]
4	5	0x60278a7c	936	0.000792	9.014360	[]
4	5	0x60278e44	4	0.000691	0.044169	[]
4	5	0x60278e48	4	0.000588	0.051944	[]
4	5	0x60278f74	24	0.000667	0.274717	[]
4	5	0x60278f8c	68	0.000575	0.901749	[]
3	4	0x602432e8	72	0.000860	0.638381	[]
3	4	0x60243330	12	0.000681	0.134521	[]
3	4	0x6024333c	17444	0.004813	27.652262	[]
3	4	0x60247760	12	0.000677	0.135194	[]
3	4	0x6024776c	64	0.000564	0.866032	[]
3	4	0x6027695c	1140	0.000827	10.519943	[]
3	4	0x60276e28	4	0.000579	0.052672	[]
3	4	0x60276e2c	936	0.000742	9.618464	[]
3	4	0x602771f4	4	0.000588	0.051903	[]
3	4	0x602771f8	4	0.000547	0.055780	[]
3	4	0x60277324	24	0.000585	0.313029	[]
3	4	0x6027733c	68	0.000581	0.892777	[]
3	3	0x602432e8	72	0.000557	0.986181	[]
3	3	0x60243330	12	0.000596	0.153561	[]
3	3	0x6024333c	12004	0.003279	27.927462	[]
3	3	0x60246220	12	0.000571	0.160383	[]
3	3	0x6024622c	64	0.000570	0.857113	[]
3	3	0x6026ff7c	820	0.000702	8.910432	[]
3	3	0x60270308	4	0.000549	0.055619	[]
3	3	0x6027030c	936	0.000756	9.443981	[]
3	3	0x602706d4	4	0.000532	0.057390	[]
3	3	0x602706d8	4	0.000574	0.053198	[]
3	3	0x60270804	24	0.000551	0.332369	[]
3	3	0x6027081c	68	0.000531	0.977506	[]
4	3	0x602432e8	72	0.000580	0.947661	[]
4	3	0x60243330	12	0.000568	0.161291	[]
4	3	0x6024333c	3028	0.001257	18.378016	[]
4	3	0x60243f10	12	0.000550	0.166338	[]
4	3	0x60243f1c	64	0.000533	0.916569	[]
4	3	0x6025c28c	292	0.000565	3.941361	[]
4	3	0x6025c408	4	0.000539	0.056640	[]
4	3	0x6025c40c	936	0.000772	9.247116	[]
4	3	0x6025c7d4	4	0.000570	0.053562	[]
4	3	0x6025c7d8	4	0.000553	0.055217	[]
4	3	0x6025c904	24	0.000556	0.329278	[]
4	3	0x6025c91c	68	0.000542	0.957232	[]
6	4	0x602432e8	72	0.000548	1.002466	[]
6	4	0x60243330	12	0.000529	0.173196	[]
6	4	0x6024333c	52	0.000551	0.719377	[]
6	4	0x60243370	800	0.000730	8.362218	[]
6	4	0x60243690	16	0.000543	0.224946	[]
6	4	0x602436b8	4	0.000681	0.044783	[]
6	4	0x602436bc	12	0.000643	0.142493	[]
