x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002351	0.233674	[]
4	4	0x60243330	12	0.000966	0.094797	[]
4	4	0x6024333c	52	0.000888	0.446878	[]
4	4	0x60243370	16	0.001013	0.120518	[]
4	4	0x60964ff0	72	0.000938	0.585422	[]
4	4	0x60965038	12	0.000905	0.101169	[]
4	4	0x60965044	1396	0.001644	6.478559	[]
4	4	0x609655b8	12	0.000859	0.106549	[]
4	4	0x609655c4	24	0.000912	0.200872	[]
4	4	0x60965d1c	196	0.000877	1.705445	[]
4	4	0x60965e38	4	0.000939	0.032504	[]
4	4	0x60965e3c	152	0.000886	1.308204	[]
4	4	0x60965ed8	4	0.000893	0.034171	[]
4	4	0x60965edc	4	0.000831	0.036711	[]
4	4	0x60965ef4	24	0.000823	0.222478	[]
4	4	0x60965f0c	12	0.000853	0.107279	[]
