x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002305	0.238297	[]
4	4	0x60243330	12	0.000983	0.093152	[]
4	4	0x6024333c	52	0.000826	0.480171	[]
4	4	0x60243370	16	0.000869	0.140551	[]
4	4	0x60c0935c	72	0.000920	0.596802	[]
4	4	0x60c093a4	12	0.000858	0.106712	[]
4	4	0x60c093b0	1396	0.001584	6.723189	[]
4	4	0x60c09924	12	0.000799	0.114620	[]
4	4	0x60c09930	24	0.000839	0.218115	[]
4	4	0x60c0a088	196	0.000844	1.772650	[]
4	4	0x60c0a1a4	4	0.000827	0.036894	[]
4	4	0x60c0a1a8	152	0.000760	1.526417	[]
4	4	0x60c0a244	4	0.000894	0.034136	[]
4	4	0x60c0a248	4	0.000806	0.037866	[]
4	4	0x60c0a260	24	0.000812	0.225599	[]
4	4	0x60c0a278	12	0.000759	0.120701	[]
