x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
4	4	0x602432e8	72	0.002319	0.236902	[]
4	4	0x60243330	12	0.000949	0.096443	[]
4	4	0x6024333c	52	0.000882	0.450025	[]
4	4	0x60243370	16	0.000907	0.134625	[]
4	4	0x60abfffc	72	0.001113	0.493761	[]
4	4	0x60ac0044	12	0.000915	0.100061	[]
4	4	0x60ac0050	1396	0.001637	6.507026	[]
4	4	0x60ac05c4	12	0.000855	0.107070	[]
4	4	0x60ac05d0	24	0.000854	0.214429	[]
4	4	0x60ac0d28	196	0.000855	1.749376	[]
4	4	0x60ac0e44	4	0.000828	0.036847	[]
4	4	0x60ac0e48	152	0.000778	1.489687	[]
4	4	0x60ac0ee4	4	0.000826	0.036949	[]
4	4	0x60ac0ee8	4	0.000919	0.033221	[]
4	4	0x60ac0f00	24	0.000805	0.227543	[]
4	4	0x60ac0f18	12	0.000771	0.118693	[]
